"","ID","class","land_cover","Year"
"7377","C13-S1","Evergreen Forest",1067,2019
"7378","C13-S1","Evergreen Forest",1044,2020
"7379","C13-S1","Evergreen Forest",1021,2021
"7380","C13-S1","Evergreen Forest",998,2022
"7381","C13-S2","Evergreen Forest",421,2013
"7382","C13-S2","Evergreen Forest",425,2014
"7383","C13-S2","Evergreen Forest",428,2015
"7384","C13-S2","Evergreen Forest",432,2016
"7385","C13-S2","Evergreen Forest",435,2017
"7386","C13-S2","Evergreen Forest",438,2018
"7387","C13-S2","Evergreen Forest",442,2019
"7388","C13-S2","Evergreen Forest",445,2020
"7389","C13-S2","Evergreen Forest",448,2021
"7390","C13-S2","Evergreen Forest",452,2022
"7391","C13-S3","Evergreen Forest",495,2013
"7392","C13-S3","Evergreen Forest",499,2014
"7393","C13-S3","Evergreen Forest",502,2015
"7394","C13-S3","Evergreen Forest",506,2016
"7395","C13-S3","Evergreen Forest",509,2017
"7396","C13-S3","Evergreen Forest",512,2018
"7397","C13-S3","Evergreen Forest",516,2019
"7398","C13-S3","Evergreen Forest",519,2020
"7399","C13-S3","Evergreen Forest",522,2021
"7400","C13-S3","Evergreen Forest",526,2022
"7401","C13-S4","Evergreen Forest",422,2013
"7402","C13-S4","Evergreen Forest",424,2014
"7403","C13-S4","Evergreen Forest",426,2015
"7404","C13-S4","Evergreen Forest",427,2016
"7405","C13-S4","Evergreen Forest",429,2017
"7406","C13-S4","Evergreen Forest",430,2018
"7407","C13-S4","Evergreen Forest",432,2019
"7408","C13-S4","Evergreen Forest",433,2020
"7409","C13-S4","Evergreen Forest",435,2021
"7410","C13-S4","Evergreen Forest",436,2022
"7411","C14-S2","Evergreen Forest",26,2013
"7412","C14-S2","Evergreen Forest",26,2014
"7413","C14-S2","Evergreen Forest",26,2015
"7414","C14-S2","Evergreen Forest",26,2016
"7415","C14-S2","Evergreen Forest",26,2017
"7416","C14-S2","Evergreen Forest",26,2018
"7417","C14-S2","Evergreen Forest",26,2019
"7418","C14-S2","Evergreen Forest",26,2020
"7419","C14-S2","Evergreen Forest",26,2021
"7420","C14-S2","Evergreen Forest",26,2022
"7421","C14-S3","Evergreen Forest",59,2013
"7422","C14-S3","Evergreen Forest",58,2014
"7423","C14-S3","Evergreen Forest",58,2015
"7424","C14-S3","Evergreen Forest",57,2016
"7425","C14-S3","Evergreen Forest",56,2017
"7426","C14-S3","Evergreen Forest",55,2018
"7427","C14-S3","Evergreen Forest",54,2019
"7428","C14-S3","Evergreen Forest",54,2020
"7429","C14-S3","Evergreen Forest",53,2021
"7430","C14-S3","Evergreen Forest",52,2022
"7431","C18-S1","Evergreen Forest",123,2013
"7432","C18-S1","Evergreen Forest",121,2014
"7433","C18-S1","Evergreen Forest",118,2015
"7434","C18-S1","Evergreen Forest",115,2016
"7435","C18-S1","Evergreen Forest",113,2017
"7436","C18-S1","Evergreen Forest",110,2018
"7437","C18-S1","Evergreen Forest",108,2019
"7438","C18-S1","Evergreen Forest",105,2020
"7439","C18-S1","Evergreen Forest",103,2021
"7440","C18-S1","Evergreen Forest",100,2022
"7441","C18-S2","Evergreen Forest",117,2013
"7442","C18-S2","Evergreen Forest",118,2014
"7443","C18-S2","Evergreen Forest",119,2015
"7444","C18-S2","Evergreen Forest",121,2016
"7445","C18-S2","Evergreen Forest",122,2017
"7446","C18-S2","Evergreen Forest",124,2018
"7447","C18-S2","Evergreen Forest",125,2019
"7448","C18-S2","Evergreen Forest",126,2020
"7449","C18-S2","Evergreen Forest",128,2021
"7450","C18-S2","Evergreen Forest",129,2022
"7451","C18-S3","Evergreen Forest",99,2013
"7452","C18-S3","Evergreen Forest",100,2014
"7453","C18-S3","Evergreen Forest",100,2015
"7454","C18-S3","Evergreen Forest",101,2016
"7455","C18-S3","Evergreen Forest",102,2017
"7456","C18-S3","Evergreen Forest",102,2018
"7457","C18-S3","Evergreen Forest",103,2019
"7458","C18-S3","Evergreen Forest",103,2020
"7459","C18-S3","Evergreen Forest",104,2021
"7460","C18-S3","Evergreen Forest",104,2022
"7461","C18-S4","Evergreen Forest",497,2013
"7462","C18-S4","Evergreen Forest",507,2014
"7463","C18-S4","Evergreen Forest",517,2015
"7464","C18-S4","Evergreen Forest",526,2016
"7465","C18-S4","Evergreen Forest",536,2017
"7466","C18-S4","Evergreen Forest",545,2018
"7467","C18-S4","Evergreen Forest",555,2019
"7468","C18-S4","Evergreen Forest",565,2020
"7469","C18-S4","Evergreen Forest",574,2021
"7470","C18-S4","Evergreen Forest",584,2022
"7471","C19-S1","Evergreen Forest",397,2013
"7472","C19-S1","Evergreen Forest",388,2014
"7473","C19-S1","Evergreen Forest",378,2015
"7474","C19-S1","Evergreen Forest",368,2016
"7475","C19-S1","Evergreen Forest",358,2017
"7476","C19-S1","Evergreen Forest",348,2018
"7477","C19-S1","Evergreen Forest",338,2019
"7478","C19-S1","Evergreen Forest",328,2020
"7479","C19-S1","Evergreen Forest",318,2021
"7480","C19-S1","Evergreen Forest",308,2022
"7481","C19-S2","Evergreen Forest",61,2013
"7482","C19-S2","Evergreen Forest",61,2014
"7483","C19-S2","Evergreen Forest",61,2015
"7484","C19-S2","Evergreen Forest",61,2016
"7485","C19-S2","Evergreen Forest",61,2017
"7486","C19-S2","Evergreen Forest",61,2018
"7487","C19-S2","Evergreen Forest",61,2019
"7488","C19-S2","Evergreen Forest",61,2020
"7489","C19-S2","Evergreen Forest",61,2021
"7490","C19-S2","Evergreen Forest",61,2022
"7491","C19-S3","Evergreen Forest",166,2013
"7492","C19-S3","Evergreen Forest",166,2014
"7493","C19-S3","Evergreen Forest",166,2015
"7494","C19-S3","Evergreen Forest",165,2016
"7495","C19-S3","Evergreen Forest",165,2017
"7496","C19-S3","Evergreen Forest",165,2018
"7497","C19-S3","Evergreen Forest",165,2019
"7498","C19-S3","Evergreen Forest",165,2020
"7499","C19-S3","Evergreen Forest",165,2021
"7500","C19-S3","Evergreen Forest",164,2022
"7501","C19-S4","Evergreen Forest",109,2013
"7502","C19-S4","Evergreen Forest",109,2014
"7503","C19-S4","Evergreen Forest",109,2015
"7504","C19-S4","Evergreen Forest",109,2016
"7505","C19-S4","Evergreen Forest",109,2017
"7506","C19-S4","Evergreen Forest",109,2018
"7507","C19-S4","Evergreen Forest",109,2019
"7508","C19-S4","Evergreen Forest",109,2020
"7509","C19-S4","Evergreen Forest",109,2021
"7510","C19-S4","Evergreen Forest",109,2022
"7511","C19-S5","Evergreen Forest",1206,2013
"7512","C19-S5","Evergreen Forest",1142,2014
"7513","C19-S5","Evergreen Forest",1078,2015
"7514","C19-S5","Evergreen Forest",1014,2016
"7515","C19-S5","Evergreen Forest",950,2017
"7516","C19-S5","Evergreen Forest",885,2018
"7517","C19-S5","Evergreen Forest",821,2019
"7518","C19-S5","Evergreen Forest",757,2020
"7519","C19-S5","Evergreen Forest",693,2021
"7520","C19-S5","Evergreen Forest",629,2022
"7521","C19-S6","Evergreen Forest",945,2013
"7522","C19-S6","Evergreen Forest",850,2014
"7523","C19-S6","Evergreen Forest",754,2015
"7524","C19-S6","Evergreen Forest",659,2016
"7525","C19-S6","Evergreen Forest",564,2017
"7526","C19-S6","Evergreen Forest",468,2018
"7527","C19-S6","Evergreen Forest",373,2019
"7528","C19-S6","Evergreen Forest",277,2020
"7529","C19-S6","Evergreen Forest",182,2021
"7530","C19-S6","Evergreen Forest",87,2022
"7531","C1-S1","Evergreen Forest",1004,2013
"7532","C1-S1","Evergreen Forest",1000,2014
"7533","C1-S1","Evergreen Forest",996,2015
"7534","C1-S1","Evergreen Forest",992,2016
"7535","C1-S1","Evergreen Forest",988,2017
"7536","C1-S1","Evergreen Forest",985,2018
"7537","C1-S1","Evergreen Forest",981,2019
"7538","C1-S1","Evergreen Forest",977,2020
"7539","C1-S1","Evergreen Forest",973,2021
"7540","C1-S1","Evergreen Forest",969,2022
"7541","C1-S2","Evergreen Forest",783,2013
"7542","C1-S2","Evergreen Forest",783,2014
"7543","C1-S2","Evergreen Forest",783,2015
"7544","C1-S2","Evergreen Forest",782,2016
"7545","C1-S2","Evergreen Forest",782,2017
"7546","C1-S2","Evergreen Forest",782,2018
"7547","C1-S2","Evergreen Forest",782,2019
"7548","C1-S2","Evergreen Forest",782,2020
"7549","C1-S2","Evergreen Forest",782,2021
"7550","C1-S2","Evergreen Forest",782,2022
"7551","C1-S3","Evergreen Forest",930,2013
"7552","C1-S3","Evergreen Forest",929,2014
"7553","C1-S3","Evergreen Forest",928,2015
"7554","C1-S3","Evergreen Forest",927,2016
"7555","C1-S3","Evergreen Forest",926,2017
"7556","C1-S3","Evergreen Forest",926,2018
"7557","C1-S3","Evergreen Forest",925,2019
"7558","C1-S3","Evergreen Forest",924,2020
"7559","C1-S3","Evergreen Forest",923,2021
"7560","C1-S3","Evergreen Forest",922,2022
"7561","C1-S4","Evergreen Forest",768,2013
"7562","C1-S4","Evergreen Forest",768,2014
"7563","C1-S4","Evergreen Forest",768,2015
"7564","C1-S4","Evergreen Forest",768,2016
"7565","C1-S4","Evergreen Forest",768,2017
"7566","C1-S4","Evergreen Forest",767,2018
"7567","C1-S4","Evergreen Forest",767,2019
"7568","C1-S4","Evergreen Forest",767,2020
"7569","C1-S4","Evergreen Forest",767,2021
"7570","C1-S4","Evergreen Forest",766,2022
"7571","C1-S5","Evergreen Forest",340,2013
"7572","C1-S5","Evergreen Forest",340,2014
"7573","C1-S5","Evergreen Forest",340,2015
"7574","C1-S5","Evergreen Forest",340,2016
"7575","C1-S5","Evergreen Forest",340,2017
"7576","C1-S5","Evergreen Forest",340,2018
"7577","C1-S5","Evergreen Forest",340,2019
"7578","C1-S5","Evergreen Forest",340,2020
"7579","C1-S5","Evergreen Forest",340,2021
"7580","C1-S5","Evergreen Forest",340,2022
"7581","C200-S1","Evergreen Forest",167,2013
"7582","C200-S1","Evergreen Forest",182,2014
"7583","C200-S1","Evergreen Forest",196,2015
"7584","C200-S1","Evergreen Forest",211,2016
"7585","C200-S1","Evergreen Forest",225,2017
"7586","C200-S1","Evergreen Forest",240,2018
"7587","C200-S1","Evergreen Forest",254,2019
"7588","C200-S1","Evergreen Forest",269,2020
"7589","C200-S1","Evergreen Forest",283,2021
"7590","C200-S1","Evergreen Forest",297,2022
"7591","C200-S2","Evergreen Forest",176,2013
"7592","C200-S2","Evergreen Forest",195,2014
"7593","C200-S2","Evergreen Forest",214,2015
"7594","C200-S2","Evergreen Forest",232,2016
"7595","C200-S2","Evergreen Forest",251,2017
"7596","C200-S2","Evergreen Forest",269,2018
"7597","C200-S2","Evergreen Forest",288,2019
"7598","C200-S2","Evergreen Forest",306,2020
"7599","C200-S2","Evergreen Forest",325,2021
"7600","C200-S2","Evergreen Forest",343,2022
"7601","C200-S3","Evergreen Forest",29,2013
"7602","C200-S3","Evergreen Forest",30,2014
"7603","C200-S3","Evergreen Forest",32,2015
"7604","C200-S3","Evergreen Forest",33,2016
"7605","C200-S3","Evergreen Forest",35,2017
"7606","C200-S3","Evergreen Forest",36,2018
"7607","C200-S3","Evergreen Forest",38,2019
"7608","C200-S3","Evergreen Forest",39,2020
"7609","C200-S3","Evergreen Forest",41,2021
"7610","C200-S3","Evergreen Forest",43,2022
"7611","C200-S4","Evergreen Forest",54,2013
"7612","C200-S4","Evergreen Forest",56,2014
"7613","C200-S4","Evergreen Forest",58,2015
"7614","C200-S4","Evergreen Forest",60,2016
"7615","C200-S4","Evergreen Forest",62,2017
"7616","C200-S4","Evergreen Forest",64,2018
"7617","C200-S4","Evergreen Forest",66,2019
"7618","C200-S4","Evergreen Forest",67,2020
"7619","C200-S4","Evergreen Forest",69,2021
"7620","C200-S4","Evergreen Forest",71,2022
"7621","C200-S5","Evergreen Forest",69,2013
"7622","C200-S5","Evergreen Forest",97,2014
"7623","C200-S5","Evergreen Forest",126,2015
"7624","C200-S5","Evergreen Forest",154,2016
"7625","C200-S5","Evergreen Forest",183,2017
"7626","C200-S5","Evergreen Forest",211,2018
"7627","C200-S5","Evergreen Forest",240,2019
"7628","C200-S5","Evergreen Forest",268,2020
"7629","C200-S5","Evergreen Forest",297,2021
"7630","C200-S5","Evergreen Forest",325,2022
"7631","C201-S1","Evergreen Forest",344,2013
"7632","C201-S1","Evergreen Forest",342,2014
"7633","C201-S1","Evergreen Forest",340,2015
"7634","C201-S1","Evergreen Forest",337,2016
"7635","C201-S1","Evergreen Forest",335,2017
"7636","C201-S1","Evergreen Forest",333,2018
"7637","C201-S1","Evergreen Forest",331,2019
"7638","C201-S1","Evergreen Forest",328,2020
"7639","C201-S1","Evergreen Forest",326,2021
"7640","C201-S1","Evergreen Forest",324,2022
"7641","C201-S2","Evergreen Forest",847,2013
"7642","C201-S2","Evergreen Forest",847,2014
"7643","C201-S2","Evergreen Forest",847,2015
"7644","C201-S2","Evergreen Forest",847,2016
"7645","C201-S2","Evergreen Forest",847,2017
"7646","C201-S2","Evergreen Forest",847,2018
"7647","C201-S2","Evergreen Forest",847,2019
"7648","C201-S2","Evergreen Forest",847,2020
"7649","C201-S2","Evergreen Forest",847,2021
"7650","C201-S2","Evergreen Forest",847,2022
"7651","C202-S1","Evergreen Forest",10,2013
"7652","C202-S1","Evergreen Forest",10,2014
"7653","C202-S1","Evergreen Forest",10,2015
"7654","C202-S1","Evergreen Forest",9,2016
"7655","C202-S1","Evergreen Forest",9,2017
"7656","C202-S1","Evergreen Forest",9,2018
"7657","C202-S1","Evergreen Forest",9,2019
"7658","C202-S1","Evergreen Forest",9,2020
"7659","C202-S1","Evergreen Forest",9,2021
"7660","C202-S1","Evergreen Forest",9,2022
"7661","C202-S2","Evergreen Forest",11,2013
"7662","C202-S2","Evergreen Forest",11,2014
"7663","C202-S2","Evergreen Forest",11,2015
"7664","C202-S2","Evergreen Forest",11,2016
"7665","C202-S2","Evergreen Forest",11,2017
"7666","C202-S2","Evergreen Forest",11,2018
"7667","C202-S2","Evergreen Forest",11,2019
"7668","C202-S2","Evergreen Forest",11,2020
"7669","C202-S2","Evergreen Forest",11,2021
"7670","C202-S2","Evergreen Forest",11,2022
"7671","C203-S1","Evergreen Forest",226,2013
"7672","C203-S1","Evergreen Forest",226,2014
"7673","C203-S1","Evergreen Forest",226,2015
"7674","C203-S1","Evergreen Forest",227,2016
"7675","C203-S1","Evergreen Forest",227,2017
"7676","C203-S1","Evergreen Forest",227,2018
"7677","C203-S1","Evergreen Forest",227,2019
"7678","C203-S1","Evergreen Forest",227,2020
"7679","C203-S1","Evergreen Forest",227,2021
"7680","C203-S1","Evergreen Forest",227,2022
"7681","C203-S2","Evergreen Forest",563,2013
"7682","C203-S2","Evergreen Forest",546,2014
"7683","C203-S2","Evergreen Forest",529,2015
"7684","C203-S2","Evergreen Forest",513,2016
"7685","C203-S2","Evergreen Forest",496,2017
"7686","C203-S2","Evergreen Forest",479,2018
"7687","C203-S2","Evergreen Forest",462,2019
"7688","C203-S2","Evergreen Forest",445,2020
"7689","C203-S2","Evergreen Forest",428,2021
"7690","C203-S2","Evergreen Forest",411,2022
"7691","C204-S1","Evergreen Forest",1229,2013
"7692","C204-S1","Evergreen Forest",1254,2014
"7693","C204-S1","Evergreen Forest",1279,2015
"7694","C204-S1","Evergreen Forest",1305,2016
"7695","C204-S1","Evergreen Forest",1330,2017
"7696","C204-S1","Evergreen Forest",1355,2018
"7697","C204-S1","Evergreen Forest",1380,2019
"7698","C204-S1","Evergreen Forest",1406,2020
"7699","C204-S1","Evergreen Forest",1431,2021
"7700","C204-S1","Evergreen Forest",1456,2022
"7701","C204-S2","Evergreen Forest",1429,2013
"7702","C204-S2","Evergreen Forest",1463,2014
"7703","C204-S2","Evergreen Forest",1496,2015
"7704","C204-S2","Evergreen Forest",1529,2016
"7705","C204-S2","Evergreen Forest",1562,2017
"7706","C204-S2","Evergreen Forest",1595,2018
"7707","C204-S2","Evergreen Forest",1628,2019
"7708","C204-S2","Evergreen Forest",1661,2020
"7709","C204-S2","Evergreen Forest",1694,2021
"7710","C204-S2","Evergreen Forest",1727,2022
"7711","C205-S1","Evergreen Forest",35,2013
"7712","C205-S1","Evergreen Forest",35,2014
"7713","C205-S1","Evergreen Forest",35,2015
"7714","C205-S1","Evergreen Forest",35,2016
"7715","C205-S1","Evergreen Forest",35,2017
"7716","C205-S1","Evergreen Forest",35,2018
"7717","C205-S1","Evergreen Forest",35,2019
"7718","C205-S1","Evergreen Forest",35,2020
"7719","C205-S1","Evergreen Forest",35,2021
"7720","C205-S1","Evergreen Forest",35,2022
"7721","C205-S2","Evergreen Forest",3,2013
"7722","C205-S2","Evergreen Forest",3,2014
"7723","C205-S2","Evergreen Forest",3,2015
"7724","C205-S2","Evergreen Forest",4,2016
"7725","C205-S2","Evergreen Forest",4,2017
"7726","C205-S2","Evergreen Forest",5,2018
"7727","C205-S2","Evergreen Forest",5,2019
"7728","C205-S2","Evergreen Forest",5,2020
"7729","C205-S2","Evergreen Forest",6,2021
"7730","C205-S2","Evergreen Forest",6,2022
"7731","C206-S1","Evergreen Forest",638,2013
"7732","C206-S1","Evergreen Forest",639,2014
"7733","C206-S1","Evergreen Forest",639,2015
"7734","C206-S1","Evergreen Forest",639,2016
"7735","C206-S1","Evergreen Forest",640,2017
"7736","C206-S1","Evergreen Forest",640,2018
"7737","C206-S1","Evergreen Forest",640,2019
"7738","C206-S1","Evergreen Forest",641,2020
"7739","C206-S1","Evergreen Forest",641,2021
"7740","C206-S1","Evergreen Forest",641,2022
"7741","C206-S2","Evergreen Forest",9,2013
"7742","C206-S2","Evergreen Forest",9,2014
"7743","C206-S2","Evergreen Forest",9,2015
"7744","C206-S2","Evergreen Forest",9,2016
"7745","C206-S2","Evergreen Forest",9,2017
"7746","C206-S2","Evergreen Forest",9,2018
"7747","C206-S2","Evergreen Forest",9,2019
"7748","C206-S2","Evergreen Forest",9,2020
"7749","C206-S2","Evergreen Forest",9,2021
"7750","C206-S2","Evergreen Forest",9,2022
"7751","C207-S1","Evergreen Forest",1064,2013
"7752","C207-S1","Evergreen Forest",1076,2014
"7753","C207-S1","Evergreen Forest",1089,2015
"7754","C207-S1","Evergreen Forest",1102,2016
"7755","C207-S1","Evergreen Forest",1114,2017
"7756","C207-S1","Evergreen Forest",1127,2018
"7757","C207-S1","Evergreen Forest",1139,2019
"7758","C207-S1","Evergreen Forest",1152,2020
"7759","C207-S1","Evergreen Forest",1164,2021
"7760","C207-S1","Evergreen Forest",1177,2022
"7761","C207-S2","Evergreen Forest",1438,2013
"7762","C207-S2","Evergreen Forest",1431,2014
"7763","C207-S2","Evergreen Forest",1424,2015
"7764","C207-S2","Evergreen Forest",1417,2016
"7765","C207-S2","Evergreen Forest",1410,2017
"7766","C207-S2","Evergreen Forest",1404,2018
"7767","C207-S2","Evergreen Forest",1397,2019
"7768","C207-S2","Evergreen Forest",1390,2020
"7769","C207-S2","Evergreen Forest",1383,2021
"7770","C207-S2","Evergreen Forest",1376,2022
"7771","C208-S1","Evergreen Forest",10,2013
"7772","C208-S1","Evergreen Forest",10,2014
"7773","C208-S1","Evergreen Forest",10,2015
"7774","C208-S1","Evergreen Forest",10,2016
"7775","C208-S1","Evergreen Forest",10,2017
"7776","C208-S1","Evergreen Forest",10,2018
"7777","C208-S1","Evergreen Forest",10,2019
"7778","C208-S1","Evergreen Forest",10,2020
"7779","C208-S1","Evergreen Forest",10,2021
"7780","C208-S1","Evergreen Forest",10,2022
"7781","C208-S2","Evergreen Forest",89,2013
"7782","C208-S2","Evergreen Forest",89,2014
"7783","C208-S2","Evergreen Forest",89,2015
"7784","C208-S2","Evergreen Forest",89,2016
"7785","C208-S2","Evergreen Forest",89,2017
"7786","C208-S2","Evergreen Forest",89,2018
"7787","C208-S2","Evergreen Forest",89,2019
"7788","C208-S2","Evergreen Forest",89,2020
"7789","C208-S2","Evergreen Forest",89,2021
"7790","C208-S2","Evergreen Forest",89,2022
"7791","C209-S1","Evergreen Forest",1087,2013
"7792","C209-S1","Evergreen Forest",1088,2014
"7793","C209-S1","Evergreen Forest",1088,2015
"7794","C209-S1","Evergreen Forest",1089,2016
"7795","C209-S1","Evergreen Forest",1090,2017
"7796","C209-S1","Evergreen Forest",1091,2018
"7797","C209-S1","Evergreen Forest",1092,2019
"7798","C209-S1","Evergreen Forest",1092,2020
"7799","C209-S1","Evergreen Forest",1093,2021
"7800","C209-S1","Evergreen Forest",1094,2022
"7801","C209-S2","Evergreen Forest",1894,2013
"7802","C209-S2","Evergreen Forest",1896,2014
"7803","C209-S2","Evergreen Forest",1898,2015
"7804","C209-S2","Evergreen Forest",1901,2016
"7805","C209-S2","Evergreen Forest",1903,2017
"7806","C209-S2","Evergreen Forest",1905,2018
"7807","C209-S2","Evergreen Forest",1907,2019
"7808","C209-S2","Evergreen Forest",1909,2020
"7809","C209-S2","Evergreen Forest",1911,2021
"7810","C209-S2","Evergreen Forest",1914,2022
"7811","C20-S1","Evergreen Forest",966,2013
"7812","C20-S1","Evergreen Forest",988,2014
"7813","C20-S1","Evergreen Forest",1010,2015
"7814","C20-S1","Evergreen Forest",1032,2016
"7815","C20-S1","Evergreen Forest",1054,2017
"7816","C20-S1","Evergreen Forest",1075,2018
"7817","C20-S1","Evergreen Forest",1097,2019
"7818","C20-S1","Evergreen Forest",1119,2020
"7819","C20-S1","Evergreen Forest",1141,2021
"7820","C20-S1","Evergreen Forest",1163,2022
"7821","C20-S2","Evergreen Forest",93,2013
"7822","C20-S2","Evergreen Forest",108,2014
"7823","C20-S2","Evergreen Forest",123,2015
"7824","C20-S2","Evergreen Forest",139,2016
"7825","C20-S2","Evergreen Forest",154,2017
"7826","C20-S2","Evergreen Forest",169,2018
"7827","C20-S2","Evergreen Forest",184,2019
"7828","C20-S2","Evergreen Forest",199,2020
"7829","C20-S2","Evergreen Forest",214,2021
"7830","C20-S2","Evergreen Forest",230,2022
"7831","C20-S3","Evergreen Forest",1918,2013
"7832","C20-S3","Evergreen Forest",1948,2014
"7833","C20-S3","Evergreen Forest",1979,2015
"7834","C20-S3","Evergreen Forest",2010,2016
"7835","C20-S3","Evergreen Forest",2041,2017
"7836","C20-S3","Evergreen Forest",2072,2018
"7837","C20-S3","Evergreen Forest",2102,2019
"7838","C20-S3","Evergreen Forest",2133,2020
"7839","C20-S3","Evergreen Forest",2164,2021
"7840","C20-S3","Evergreen Forest",2195,2022
"7841","C20-S4","Evergreen Forest",2141,2013
"7842","C20-S4","Evergreen Forest",2181,2014
"7843","C20-S4","Evergreen Forest",2221,2015
"7844","C20-S4","Evergreen Forest",2261,2016
"7845","C20-S4","Evergreen Forest",2301,2017
"7846","C20-S4","Evergreen Forest",2342,2018
"7847","C20-S4","Evergreen Forest",2382,2019
"7848","C20-S4","Evergreen Forest",2422,2020
"7849","C20-S4","Evergreen Forest",2462,2021
"7850","C20-S4","Evergreen Forest",2502,2022
"7851","C21-S1","Evergreen Forest",305,2013
"7852","C21-S1","Evergreen Forest",305,2014
"7853","C21-S1","Evergreen Forest",305,2015
"7854","C21-S1","Evergreen Forest",305,2016
"7855","C21-S1","Evergreen Forest",305,2017
"7856","C21-S1","Evergreen Forest",305,2018
"7857","C21-S1","Evergreen Forest",305,2019
"7858","C21-S1","Evergreen Forest",305,2020
"7859","C21-S1","Evergreen Forest",305,2021
"7860","C21-S1","Evergreen Forest",305,2022
"7861","C21-S2","Evergreen Forest",1578,2013
"7862","C21-S2","Evergreen Forest",1574,2014
"7863","C21-S2","Evergreen Forest",1570,2015
"7864","C21-S2","Evergreen Forest",1566,2016
"7865","C21-S2","Evergreen Forest",1562,2017
"7866","C21-S2","Evergreen Forest",1558,2018
"7867","C21-S2","Evergreen Forest",1554,2019
"7868","C21-S2","Evergreen Forest",1550,2020
"7869","C21-S2","Evergreen Forest",1546,2021
"7870","C21-S2","Evergreen Forest",1542,2022
"7871","C21-S3","Evergreen Forest",1476,2013
"7872","C21-S3","Evergreen Forest",1476,2014
"7873","C21-S3","Evergreen Forest",1476,2015
"7874","C21-S3","Evergreen Forest",1477,2016
"7875","C21-S3","Evergreen Forest",1477,2017
"7876","C21-S3","Evergreen Forest",1478,2018
"7877","C21-S3","Evergreen Forest",1478,2019
"7878","C21-S3","Evergreen Forest",1478,2020
"7879","C21-S3","Evergreen Forest",1479,2021
"7880","C21-S3","Evergreen Forest",1479,2022
"7881","C22-S1","Evergreen Forest",245,2013
"7882","C22-S1","Evergreen Forest",248,2014
"7883","C22-S1","Evergreen Forest",250,2015
"7884","C22-S1","Evergreen Forest",253,2016
"7885","C22-S1","Evergreen Forest",256,2017
"7886","C22-S1","Evergreen Forest",259,2018
"7887","C22-S1","Evergreen Forest",262,2019
"7888","C22-S1","Evergreen Forest",264,2020
"7889","C22-S1","Evergreen Forest",267,2021
"7890","C22-S1","Evergreen Forest",270,2022
"7891","C22-S2","Evergreen Forest",354,2013
"7892","C22-S2","Evergreen Forest",356,2014
"7893","C22-S2","Evergreen Forest",358,2015
"7894","C22-S2","Evergreen Forest",361,2016
"7895","C22-S2","Evergreen Forest",363,2017
"7896","C22-S2","Evergreen Forest",366,2018
"7897","C22-S2","Evergreen Forest",368,2019
"7898","C22-S2","Evergreen Forest",371,2020
"7899","C22-S2","Evergreen Forest",373,2021
"7900","C22-S2","Evergreen Forest",376,2022
"7901","C22-S3","Evergreen Forest",1322,2013
"7902","C22-S3","Evergreen Forest",1322,2014
"7903","C22-S3","Evergreen Forest",1322,2015
"7904","C22-S3","Evergreen Forest",1322,2016
"7905","C22-S3","Evergreen Forest",1322,2017
"7906","C22-S3","Evergreen Forest",1322,2018
"7907","C22-S3","Evergreen Forest",1322,2019
"7908","C22-S3","Evergreen Forest",1322,2020
"7909","C22-S3","Evergreen Forest",1322,2021
"7910","C22-S3","Evergreen Forest",1322,2022
"7911","C22-S4","Evergreen Forest",1538,2013
"7912","C22-S4","Evergreen Forest",1537,2014
"7913","C22-S4","Evergreen Forest",1536,2015
"7914","C22-S4","Evergreen Forest",1535,2016
"7915","C22-S4","Evergreen Forest",1534,2017
"7916","C22-S4","Evergreen Forest",1532,2018
"7917","C22-S4","Evergreen Forest",1531,2019
"7918","C22-S4","Evergreen Forest",1530,2020
"7919","C22-S4","Evergreen Forest",1529,2021
"7920","C22-S4","Evergreen Forest",1528,2022
"7921","C22-S5","Evergreen Forest",515,2013
"7922","C22-S5","Evergreen Forest",519,2014
"7923","C22-S5","Evergreen Forest",523,2015
"7924","C22-S5","Evergreen Forest",526,2016
"7925","C22-S5","Evergreen Forest",530,2017
"7926","C22-S5","Evergreen Forest",534,2018
"7927","C22-S5","Evergreen Forest",538,2019
"7928","C22-S5","Evergreen Forest",542,2020
"7929","C22-S5","Evergreen Forest",546,2021
"7930","C22-S5","Evergreen Forest",550,2022
"7931","C22-S6","Evergreen Forest",1738,2013
"7932","C22-S6","Evergreen Forest",1742,2014
"7933","C22-S6","Evergreen Forest",1747,2015
"7934","C22-S6","Evergreen Forest",1751,2016
"7935","C22-S6","Evergreen Forest",1755,2017
"7936","C22-S6","Evergreen Forest",1759,2018
"7937","C22-S6","Evergreen Forest",1763,2019
"7938","C22-S6","Evergreen Forest",1767,2020
"7939","C22-S6","Evergreen Forest",1772,2021
"7940","C22-S6","Evergreen Forest",1776,2022
"7941","C22-S7","Evergreen Forest",2088,2013
"7942","C22-S7","Evergreen Forest",2083,2014
"7943","C22-S7","Evergreen Forest",2077,2015
"7944","C22-S7","Evergreen Forest",2072,2016
"7945","C22-S7","Evergreen Forest",2067,2017
"7946","C22-S7","Evergreen Forest",2062,2018
"7947","C22-S7","Evergreen Forest",2057,2019
"7948","C22-S7","Evergreen Forest",2052,2020
"7949","C22-S7","Evergreen Forest",2047,2021
"7950","C22-S7","Evergreen Forest",2042,2022
"7951","C22-S8","Evergreen Forest",45,2013
"7952","C22-S8","Evergreen Forest",45,2014
